"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Workflow Pattern","Mapping: FiveWs Pattern Mapping","Mapping: IDMP Mapping","Mapping: RIM Mapping"
"ClinicalUseDefinition.contraindication.otherTherapy.treatment","ClinicalUseDefinition.contraindication.otherTherapy.treatment","","","",1,1,"","","Y","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/MedicinalProductDefinition|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/Medication|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/Substance|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/SubstanceDefinition|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/NutritionProduct|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/BiologicallyDerivedProduct|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/ActivityDefinition|5.0.0]]}
","Tratamento","Outra terapia relacionada","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/therapy","",,,,"ClinicalUseDefinition.contraindication.otherTherapy.treatment",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Other Therapy Specifics.Medication"
"ClinicalUseDefinition.indication","ClinicalUseDefinition.indication","","","",0,1,"Y","","Y","BackboneElement {[]} {[]}
","Indicação terapêutica","Condição médica para a qual o produto é indicado","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.indication",0,1,"cud-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Therapeutic Indication"
"ClinicalUseDefinition.indication.id","ClinicalUseDefinition.indication.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"ClinicalUseDefinition.indication.extension","ClinicalUseDefinition.indication.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"ClinicalUseDefinition.indication.modifierExtension","ClinicalUseDefinition.indication.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"ClinicalUseDefinition.indication.diseaseSymptomProcedure","ClinicalUseDefinition.indication.diseaseSymptomProcedure","","","",0,1,"","","Y","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ObservationDefinition|5.0.0]]}
","Condição indicada","Doença, sintoma ou procedimento para o qual o produto é indicado","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/disease-symptom-procedure","",,,,"ClinicalUseDefinition.indication.diseaseSymptomProcedure",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Therapeutic Indication.Indication as ""Disease / Symptom / Procedure"", and Therapeutic Indication.Indication Text"
"ClinicalUseDefinition.indication.diseaseStatus","ClinicalUseDefinition.indication.diseaseStatus","","","",0,1,"","","Y","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ObservationDefinition|5.0.0]]}
","Status da condição","Status da doença tratada","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/disease-status-vs","",,,,"ClinicalUseDefinition.indication.diseaseStatus",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Therapeutic Indication.Disease Status"
"ClinicalUseDefinition.indication.comorbidity","ClinicalUseDefinition.indication.comorbidity","","","",0,*,"","","Y","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ObservationDefinition|5.0.0]]}
","Comorbidades","Condições médicas concomitantes relevantes para a indicação","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/disease-symptom-procedure","",,,,"ClinicalUseDefinition.indication.comorbidity",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Therapeutic Indication.Comorbidity"
"ClinicalUseDefinition.indication.intendedEffect","ClinicalUseDefinition.indication.intendedEffect","","","",0,1,"","","Y","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ObservationDefinition|5.0.0]]}
","Efeito pretendido","Efeito terapêutico ou uso pretendido","","","","","","","","","",,"preferred","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/product-intended-use-vs","",,,,"ClinicalUseDefinition.indication.intendedEffect",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Therapeutic Indication.Intended Effect"
"ClinicalUseDefinition.indication.duration[x]","ClinicalUseDefinition.indication.duration[x]","","","",0,1,"Y","","Y","Range {[]} {[]}
string {[]} {[]}","Duração do tratamento","Timing or duration information, that may be associated with use with the indicated condition e.g. Adult patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months).","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.indication.duration[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Therapeutic Indication.Timing / Duration"
"ClinicalUseDefinition.indication.undesirableEffect","ClinicalUseDefinition.indication.undesirableEffect","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ClinicalUseDefinition|5.0.0]]}
","An unwanted side effect or negative outcome of the subject of this resource when being used for this indication","An unwanted side effect or negative outcome that may happen if you use the drug (or other subject of this resource) for this indication.","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.indication.undesirableEffect",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Therapeutic Indication.Undesirable Effects"
"ClinicalUseDefinition.indication.applicability","ClinicalUseDefinition.indication.applicability","","","",0,1,"","","","Expression {[]} {[]}
","An expression that returns true or false, indicating whether the indication is applicable or not, after having applied its other elements","An expression that returns true or false, indicating whether the indication is applicable or not, after having applied its other elements.","The expression may be inlined or may be a reference to a named expression within a logic library referenced by the library element.","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.indication.applicability",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"ClinicalUseDefinition.indication.otherTherapy","ClinicalUseDefinition.indication.otherTherapy","","","",0,*,"","","Y","null {[]} {[]}
","The use of the medicinal product in relation to other therapies described as part of the indication","Information about the use of the medicinal product in relation to other therapies described as part of the indication.","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.indication.otherTherapy",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Therapeutic Indication.Other Therapy Specifics"
"ClinicalUseDefinition.interaction","ClinicalUseDefinition.interaction","","","",0,1,"Y","","Y","BackboneElement {[]} {[]}
","Interação","Interação com outros medicamentos, alimentos ou substâncias","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.interaction",0,1,"cud-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Interactions"
"ClinicalUseDefinition.interaction.id","ClinicalUseDefinition.interaction.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"ClinicalUseDefinition.interaction.extension","ClinicalUseDefinition.interaction.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"ClinicalUseDefinition.interaction.modifierExtension","ClinicalUseDefinition.interaction.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"ClinicalUseDefinition.interaction.interactant","ClinicalUseDefinition.interaction.interactant","","","",0,*,"Y","","Y","BackboneElement {[]} {[]}
","Substância interagente","The specific medication, product, food, substance etc. or laboratory test that interacts.","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.interaction.interactant",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Interactions.Interactant and Interactions.Interactions Text"
"ClinicalUseDefinition.interaction.interactant.id","ClinicalUseDefinition.interaction.interactant.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"ClinicalUseDefinition.interaction.interactant.extension","ClinicalUseDefinition.interaction.interactant.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"ClinicalUseDefinition.interaction.interactant.modifierExtension","ClinicalUseDefinition.interaction.interactant.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"ClinicalUseDefinition.interaction.interactant.item[x]","ClinicalUseDefinition.interaction.interactant.item[x]","","","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/MedicinalProductDefinition|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/Medication|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/Substance|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/NutritionProduct|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/BiologicallyDerivedProduct|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/ObservationDefinition|5.0.0]]}
CodeableConcept {[]} {[]}","Substância que interage","Medicamento, alimento ou substância que causa interação","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interactant","",,,,"ClinicalUseDefinition.interaction.interactant.item[x]",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Interactions.Interactant and Interactions.Interactions Text"
"ClinicalUseDefinition.interaction.type","ClinicalUseDefinition.interaction.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Tipo de interação","Classificação da interação (farmacocinética, farmacodinâmica, etc.)","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interaction-type-vs","",,,,"ClinicalUseDefinition.interaction.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Interactions.Interactions Type"
"ClinicalUseDefinition.interaction.effect","ClinicalUseDefinition.interaction.effect","","","",0,1,"","","Y","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ObservationDefinition|5.0.0]]}
","Efeito da interação","Resultado clínico da interação","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interaction-effect-vs","",,,,"ClinicalUseDefinition.interaction.effect",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Interactions.Interactions Effect"
"ClinicalUseDefinition.interaction.incidence","ClinicalUseDefinition.interaction.incidence","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Incidência da interação","Frequência de ocorrência da interação","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interaction-incidence-vs","",,,,"ClinicalUseDefinition.interaction.incidence",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Interactions.Interactions Incidence"
"ClinicalUseDefinition.interaction.management","ClinicalUseDefinition.interaction.management","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Manejo da interação","Recomendações para manejo clínico da interação","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interaction-management-vs","",,,,"ClinicalUseDefinition.interaction.management",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Interactions.Management Actions"
"ClinicalUseDefinition.population","ClinicalUseDefinition.population","","","",0,*,"Y","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Group|5.0.0]]}
","População específica","Características demográficas da população (idade, sexo, etnia, etc.)","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.population",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Population Specifics"
"ClinicalUseDefinition.library","ClinicalUseDefinition.library","","","",0,*,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Library|5.0.0]]}
","Logic used by the clinical use definition","Logic used by the clinical use definition.","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.library",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"ClinicalUseDefinition.undesirableEffect","ClinicalUseDefinition.undesirableEffect","","","",0,1,"Y","","Y","BackboneElement {[]} {[]}
","Efeito indesejável","Efeito adverso ou reação adversa","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.undesirableEffect",0,1,"cud-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Undesirable Effects"
"ClinicalUseDefinition.undesirableEffect.id","ClinicalUseDefinition.undesirableEffect.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"ClinicalUseDefinition.undesirableEffect.extension","ClinicalUseDefinition.undesirableEffect.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"ClinicalUseDefinition.undesirableEffect.modifierExtension","ClinicalUseDefinition.undesirableEffect.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"ClinicalUseDefinition.undesirableEffect.symptomConditionEffect","ClinicalUseDefinition.undesirableEffect.symptomConditionEffect","","","",0,1,"","","Y","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ObservationDefinition|5.0.0]]}
","Sintoma ou condição","Descrição do efeito indesejável","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/undesirable-effect-symptom","",,,,"ClinicalUseDefinition.undesirableEffect.symptomConditionEffect",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Undesirable Effects.Undesirable Effect as ""Symptom / Condition / Effect"""
"ClinicalUseDefinition.undesirableEffect.classification","ClinicalUseDefinition.undesirableEffect.classification","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Classificação","Classificação de alta hierarquia do efeito (gravidade, sistema orgânico)","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/undesirable-effect-classification-vs","",,,,"ClinicalUseDefinition.undesirableEffect.classification",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Undesirable Effects.Symptom / Condition / Effect Classification"
"ClinicalUseDefinition.undesirableEffect.frequencyOfOccurrence","ClinicalUseDefinition.undesirableEffect.frequencyOfOccurrence","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Frequência","Frequência de ocorrência conforme CIOMS","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/undesirable-effect-frequency-vs","",,,,"ClinicalUseDefinition.undesirableEffect.frequencyOfOccurrence",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Undesirable Effects.Frequency of Occurrence"
"ClinicalUseDefinition.warning","ClinicalUseDefinition.warning","","","",0,1,"Y","","Y","BackboneElement {[]} {[]}
","Advertência","Advertência ou precaução especial","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.warning",0,1,"cud-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"ClinicalUseDefinition.warning.id","ClinicalUseDefinition.warning.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"ClinicalUseDefinition.warning.extension","ClinicalUseDefinition.warning.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"ClinicalUseDefinition.warning.modifierExtension","ClinicalUseDefinition.warning.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"ClinicalUseDefinition.warning.description","ClinicalUseDefinition.warning.description","","","",0,1,"Y","","Y","markdown {[]} {[]}
","Descrição da advertência","A textual definition of this warning, with formatting.","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.warning.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"ClinicalUseDefinition.warning.code","ClinicalUseDefinition.warning.code","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Tipo de advertência","Classificação da advertência (tarja preta, gravidez, etc.)","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/warning-type-vs","",,,,"ClinicalUseDefinition.warning.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
